bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
f,g,8.457576438,x,f,e,f,n,n,c,u,n,y,o,10.28981974,p,n,w,w,25.09707429,e,e,s,s,w,p
t,y,12.12930289,f,y,e,f,n,b,c,g,a,s,o,6.079056083,p,n,w,w,13.5677607,r,e,s,y,w,p
t,w,4.14916934,b,s,e,f,n,b,c,m,l,n,o,5.208485724,p,k,w,w,17.64200123,c,e,s,s,w,p
t,y,2.276841694,x,s,e,f,g,b,c,g,a,s,o,6.715714166,p,k,w,w,13.53427201,c,e,s,s,w,p
t,y,8.169789648,x,y,e,f,k,b,c,g,a,s,o,11.31601767,p,k,w,w,19.50884653,c,e,s,s,w,p
t,w,2.575651507,x,y,e,f,w,b,c,g,l,s,o,8.110424116,p,n,w,w,18.50919472,c,e,s,s,w,p
f,g,12.84218934,s,f,e,f,p,n,c,u,n,v,o,5.496005366,p,n,w,w,22.29808066,e,e,s,s,w,p
t,w,10.56515228,x,s,e,f,n,b,c,m,a,n,o,12.61215291,p,n,w,w,7.600873166,c,e,s,s,w,p
t,w,10.8593011,x,s,p,f,k,n,c,g,p,s,o,7.913273448,p,k,w,w,10.13615859,e,e,s,s,w,p
t,y,7.092903965,x,y,e,f,n,b,c,g,a,s,o,14.04112013,p,n,w,w,22.99627047,r,e,s,y,w,p
t,w,2.293575905,f,f,e,f,p,n,w,d,a,v,o,5.620879587,p,n,w,w,24.13988276,b,t,s,s,w,p
t,w,6.720614383,x,y,e,f,g,b,c,m,l,n,o,13.93365544,p,k,w,w,5.92259606,c,e,s,s,w,p
t,w,10.6077221,b,y,e,f,n,b,c,g,l,s,o,14.13976865,p,k,w,w,25.23903474,c,e,s,s,w,p
t,w,5.102488435,x,s,e,f,g,b,c,g,a,n,o,9.504682835,p,n,w,w,2.501941088,c,e,s,s,w,p
t,y,5.356891664,x,s,e,f,g,b,c,g,a,s,o,10.77555861,p,n,w,w,6.113505765,c,e,s,s,w,p
t,n,3.246114333,x,y,p,f,p,n,c,u,p,v,o,3.808059603,p,k,w,w,9.746452911,e,e,s,s,w,p
t,y,5.802247716,b,s,e,f,n,b,c,g,a,n,o,11.53557206,p,n,w,w,15.70473834,c,e,s,s,w,p
f,g,6.219541748,x,f,e,f,n,n,c,u,n,y,o,7.785556461,p,k,w,w,10.93090736,e,e,s,s,w,p
t,w,5.875523383,x,y,p,f,k,n,c,u,p,s,o,6.079306187,p,k,w,w,21.22847724,e,e,s,s,w,p
t,y,9.029930994,x,y,e,f,n,b,c,p,l,y,o,11.67099712,p,n,w,w,5.843373261,r,e,s,y,w,p
f,n,10.58536973,f,f,e,f,k,n,c,u,n,v,o,12.89354846,p,k,w,w,3.323185998,e,e,s,s,w,p
t,w,10.05442035,b,s,e,f,k,b,c,g,l,n,o,14.48443873,p,n,w,w,16.98688038,c,e,s,s,w,p
t,w,10.98056506,x,f,e,f,w,n,w,d,l,v,o,2.944227799,p,n,w,w,12.39073607,b,t,s,s,w,p
t,w,12.33666208,x,y,e,f,w,b,c,g,l,s,o,2.546225944,p,k,w,w,22.31993747,c,e,s,s,w,p
t,y,6.736935613,b,y,e,f,n,b,c,g,l,s,o,7.022437827,p,n,w,w,6.444280991,c,e,s,s,w,p
t,y,8.126372786,x,y,e,f,n,b,c,g,l,s,o,4.980597705,p,k,w,w,16.80716036,r,e,s,y,w,p
t,y,7.516910943,f,y,e,f,p,b,c,p,a,s,o,9.99372135,p,k,w,w,13.34515353,r,e,s,y,w,p
t,y,1.449879857,f,y,e,f,w,b,c,p,a,y,o,9.036273402,p,k,w,w,9.941567242,r,e,s,y,w,p
t,w,4.072416243,x,s,e,f,w,b,c,g,l,s,o,13.81744423,p,k,w,w,14.82975715,c,e,s,s,w,p
t,w,12.05975725,x,s,e,f,w,b,c,m,a,n,o,5.922962471,p,n,w,w,15.5866987,c,e,s,s,w,p
t,w,3.555401586,x,s,p,f,n,n,c,u,p,v,o,11.45490236,p,k,w,w,24.27620416,e,e,s,s,w,p
t,w,3.596576251,f,f,e,f,p,n,w,d,a,v,o,12.05944372,p,u,w,w,3.470153797,b,t,s,s,w,p
t,w,3.297610451,x,s,e,f,w,b,c,g,l,s,o,13.88801909,p,n,w,w,22.63903753,c,e,s,s,w,p
t,w,10.85301853,x,s,e,f,p,n,w,d,l,v,o,8.957155925,p,u,w,w,24.86662907,b,t,s,s,w,p
t,w,1.418144771,x,y,e,f,n,b,c,m,a,s,o,13.1193811,p,k,w,w,2.995821955,c,e,s,s,w,p
t,y,,f,y,e,f,w,b,c,p,l,y,o,3.288993484,p,k,w,w,23.89052937,r,e,s,y,w,p
f,n,1.388507434,x,s,e,f,p,b,w,g,n,s,o,8.787513553,e,k,w,w,3.849927675,e,t,f,s,w,p
t,y,4.580752278,f,y,e,f,w,b,c,g,a,y,o,6.961823694,p,n,w,w,18.80169116,r,e,s,y,w,p
t,n,11.80715337,x,s,p,f,p,n,c,g,p,s,o,12.78839877,p,n,w,w,8.723821046,e,e,s,s,w,p
f,n,9.136227369,s,f,e,f,g,n,c,u,n,v,o,11.08248643,p,n,w,w,13.96768952,e,e,s,s,w,p
t,y,2.927568372,b,y,e,f,w,b,c,m,l,s,o,9.707272729,p,n,w,w,4.304903334,c,e,s,s,w,p
t,w,8.24287262,b,s,e,f,n,b,c,g,l,s,o,1.66116497,p,n,w,w,4.606556695,c,e,s,s,w,p
t,w,12.08213258,b,y,e,f,k,b,c,m,l,n,o,11.77169385,p,n,w,w,16.6792958,c,e,s,s,w,p
f,n,8.757781826,f,f,e,f,k,n,c,u,n,v,o,12.32770178,p,n,w,w,15.12775303,e,e,s,s,w,p
t,w,4.32316757,x,s,e,f,w,b,c,m,a,n,o,8.822105852,p,k,w,w,9.374748726,c,e,s,s,w,p
t,w,5.427922611,b,y,e,f,g,b,c,g,l,n,o,5.443019134,p,k,w,w,10.08213395,c,e,s,s,w,p
t,w,9.163735061,b,y,e,f,g,b,c,m,a,n,o,6.420018386,p,n,w,w,9.062560342,c,e,s,s,w,p
t,n,6.453598129,f,y,e,f,w,b,c,g,l,s,o,1.723731688,p,n,w,w,21.57631144,r,e,s,y,w,p
t,w,12.56293579,x,y,p,f,k,n,c,g,p,v,o,10.02164269,p,k,w,w,15.09334516,e,e,s,s,w,p
t,w,8.161399585,x,s,e,f,n,b,c,g,a,n,o,9.955423373,p,n,w,w,14.47330615,c,e,s,s,w,p
t,w,6.852538507,x,y,e,f,n,b,c,m,a,s,o,8.841899703,p,n,w,w,6.390527234,c,e,s,s,w,p
t,w,5.769473677,f,f,e,f,w,n,w,d,l,v,o,11.23842563,p,u,w,w,20.38045098,b,t,s,s,w,p
f,g,4.294615067,f,f,e,f,g,n,c,u,n,v,o,4.876802877,p,k,w,w,21.08191921,e,e,s,s,w,p
f,g,6.089991333,f,s,e,f,p,b,w,g,n,a,o,6.808430765,e,k,w,w,2.890156617,e,t,s,s,w,p
t,y,12.94352172,x,y,e,f,g,b,c,m,a,s,o,11.0562012,p,n,w,w,18.13589131,c,e,s,s,w,p
t,w,7.95550513,b,s,e,f,k,b,c,m,a,s,o,8.340541113,p,n,w,w,5.976915765,c,e,s,s,w,p
t,n,2.426251566,f,y,p,f,w,n,c,u,p,s,o,4.33511904,p,k,w,w,13.49941164,e,e,s,s,w,p
t,w,7.479013067,x,s,e,f,n,b,c,m,l,n,o,2.639283903,p,k,w,w,9.583154222,c,e,s,s,w,p
t,n,7.331943419,f,s,p,f,w,n,c,u,p,v,o,8.571462958,p,k,w,w,17.10030024,e,e,s,s,w,p
t,w,2.950824331,x,y,e,f,k,b,c,g,l,s,o,6.337788721,p,n,w,w,24.46089873,c,e,s,s,w,p
t,y,10.38335702,x,y,e,f,k,b,c,m,a,n,o,10.64867783,p,n,w,w,13.62958077,c,e,s,s,w,p
t,y,6.007334128,f,y,e,f,n,b,c,p,a,s,o,4.182701552,p,n,w,w,22.50177159,r,e,s,y,w,p
t,n,10.59727172,x,y,e,f,w,b,c,p,a,s,o,7.203021606,p,n,w,w,15.01850797,r,e,s,y,w,p
t,n,11.26363102,f,y,e,f,w,b,c,g,a,y,o,13.86222584,p,n,w,w,6.096179841,r,e,s,y,w,p
t,w,11.31826405,x,y,e,f,w,b,c,m,a,n,o,2.17792306,p,n,w,w,24.90609488,c,e,s,s,w,p
f,n,5.278776715,f,f,e,f,h,b,w,g,n,s,o,1.610046193,e,k,w,w,23.03857918,e,t,s,s,w,p
t,y,13.06402454,x,s,e,f,k,b,c,m,l,n,o,9.05203505,p,n,w,w,9.782404955,c,e,s,s,w,p
t,w,3.956511891,x,y,p,f,w,n,c,g,p,s,o,12.24209277,p,n,w,w,3.280773536,e,e,s,s,w,p
t,y,3.910356637,b,y,e,f,n,b,c,m,a,n,o,8.832183091,p,n,w,w,8.525299476,c,e,s,s,w,p
f,n,12.4731795,s,f,e,f,p,n,c,u,n,v,o,10.52672963,p,n,w,w,11.83998628,e,e,s,s,w,p
t,y,6.451353616,x,s,e,f,k,b,c,m,l,s,o,3.621623498,p,k,w,w,2.399629077,c,e,s,s,w,p
t,w,8.3934365,b,y,e,f,n,b,c,m,l,n,o,10.07129919,p,k,w,w,17.62866691,c,e,s,s,w,p
t,n,3.724352498,f,y,e,f,n,b,c,g,a,s,o,4.875343352,p,k,w,w,21.48189946,r,e,s,y,w,p
t,y,10.96311719,b,y,e,f,g,b,c,m,a,s,o,2.236600349,p,k,w,w,21.80263325,c,e,s,s,w,p
t,w,10.43866858,b,y,e,f,g,b,c,g,a,s,o,8.550555548,p,k,w,w,5.664751907,c,e,s,s,w,p
t,n,3.37588667,x,y,e,f,n,b,c,p,l,y,o,9.163684712,p,n,w,w,13.83263913,r,e,s,y,w,p
f,g,7.870547618,f,f,e,f,p,n,c,u,n,y,o,5.170438602,p,n,w,w,22.1351546,e,e,s,s,w,p
f,g,8.86090048,x,f,e,f,g,n,c,u,n,y,o,13.28820794,p,k,w,w,24.50939693,e,e,s,s,w,p
t,y,12.42033894,b,y,e,f,n,b,c,g,l,s,o,4.347031656,p,k,w,w,22.60058837,c,e,s,s,w,p
t,y,5.237677365,x,s,e,f,n,b,c,m,l,s,o,4.43117724,p,k,w,w,15.53458987,c,e,s,s,w,p
t,w,6.333753568,b,y,e,f,k,b,c,g,l,s,o,9.329898473,p,n,w,w,14.753264,c,e,s,s,w,p
t,w,2.808813864,x,s,e,f,g,b,c,m,a,s,o,7.231426801,p,k,w,w,5.049559891,c,e,s,s,w,p
t,y,5.72664142,b,s,e,f,g,b,c,m,a,n,o,10.69776435,p,n,w,w,3.708494502,c,e,s,s,w,p
t,y,9.545324632,x,s,e,f,k,b,c,m,a,s,o,11.01780175,p,k,w,w,17.21626349,c,e,s,s,w,p
f,g,11.93410727,x,f,e,f,p,b,w,g,n,s,o,9.305523823,e,k,w,w,11.74186493,e,t,f,f,w,p
t,y,12.47158006,f,s,e,f,p,n,w,d,a,v,o,10.81699342,p,n,w,w,21.41642532,b,t,s,s,w,p
t,w,5.297817786,x,y,p,f,p,n,c,g,p,s,o,5.716552229,p,k,w,w,2.951000967,e,e,s,s,w,p
f,w,7.673819918,x,f,e,f,k,b,w,g,n,a,o,9.051321364,e,k,w,w,7.681338857,e,t,f,s,w,p
t,w,3.582607607,b,y,e,f,w,b,c,g,a,s,o,7.762314532,p,k,w,w,2.834021452,c,e,s,s,w,p
t,y,3.608303828,x,s,e,f,w,n,w,d,l,v,o,4.048809205,p,n,w,w,24.65998387,b,t,s,s,w,p
t,w,8.010875245,b,y,e,f,n,b,c,g,a,s,o,2.234039055,p,k,w,w,24.35582915,c,e,s,s,w,p
t,w,6.887749652,x,y,e,f,g,b,c,g,l,s,o,12.82573279,p,k,w,w,21.86341564,c,e,s,s,w,p
t,n,7.386058995,x,f,e,f,p,b,c,d,n,y,o,7.214198877,p,n,g,p,21.76874539,b,t,s,s,w,p
t,w,9.603923046,b,y,e,f,k,b,c,m,l,s,o,9.43615115,p,n,w,w,8.490109475,c,e,s,s,w,p
t,y,8.382417875,x,s,e,f,g,b,c,m,l,n,o,14.0322263,p,n,w,w,12.51145681,c,e,s,s,w,p
t,n,12.74626359,f,y,e,f,p,b,c,g,a,y,o,11.7819858,p,k,w,w,2.914549157,r,e,s,y,w,p
f,w,9.080169554,x,f,e,f,n,b,w,g,n,s,o,14.18310605,e,n,w,w,2.420630779,e,t,s,s,w,p
t,y,3.840477105,x,s,e,f,w,b,c,g,l,s,o,3.702179797,p,k,w,w,4.227352896,c,e,s,s,w,p
t,w,12.18002155,x,y,p,f,n,n,c,g,p,v,o,2.121634538,p,n,w,w,13.42331597,e,e,s,s,w,p
t,y,8.333150931,x,y,e,f,n,b,c,g,l,s,o,10.34068441,p,k,w,w,20.13128106,c,e,s,s,w,p
t,w,13.11019111,x,f,e,f,p,n,w,d,a,v,o,8.738195541,p,n,w,w,3.451345021,b,t,s,s,w,p
t,y,8.105236307,b,s,e,f,g,b,c,g,a,n,o,12.81551315,p,n,w,w,22.78052818,c,e,s,s,w,p
t,w,11.29835024,x,y,p,f,k,n,c,u,p,v,o,12.38840207,p,k,w,w,16.9847912,e,e,s,s,w,p
t,y,12.68248337,x,s,e,f,w,n,w,d,a,v,o,13.18796186,p,n,w,w,9.377453368,b,t,s,s,w,p
t,w,2.591505422,x,y,e,f,k,b,c,m,a,n,o,8.039904104,p,k,w,w,11.05365614,c,e,s,s,w,p
t,w,9.781925807,x,f,e,f,n,n,w,d,l,v,o,12.71860145,p,n,w,w,6.016174668,b,t,s,s,w,p
t,w,5.862901928,f,s,e,f,w,n,w,d,l,v,o,10.66653638,p,n,w,w,23.05423513,b,t,s,s,w,p
t,y,12.70199804,x,y,e,f,k,b,c,m,l,s,o,11.59231189,p,n,w,w,18.34568752,c,e,s,s,w,p
t,y,4.888872221,f,f,e,f,w,n,w,d,a,v,o,13.27371476,p,u,w,w,15.41692659,b,t,s,s,w,p
t,w,8.986047122,x,s,e,f,w,b,c,g,a,s,o,4.120783025,p,k,w,w,13.75142053,c,e,s,s,w,p
t,y,9.445235739,b,y,e,f,n,b,c,m,a,s,o,2.322631343,p,k,w,w,3.612300872,c,e,s,s,w,p
t,n,4.208023957,x,y,e,f,p,b,c,p,l,s,o,6.819611286,p,n,w,w,7.82696697,r,e,s,y,w,p
t,w,3.678262656,b,y,e,f,k,b,c,g,l,n,o,2.442057259,p,k,w,w,3.331177367,c,e,s,s,w,p
t,y,7.344178804,x,s,e,f,n,b,c,m,a,s,o,8.656524052,p,n,w,w,14.57650913,c,e,s,s,w,p
t,n,11.59557517,x,y,p,f,n,n,c,u,p,v,o,5.754493093,p,n,w,w,9.415600689,e,e,s,s,w,p
t,y,12.63525055,b,s,e,f,w,b,c,g,l,n,o,5.595909937,p,k,w,w,23.50511858,c,e,s,s,w,p
t,w,6.214707964,b,y,e,f,g,b,c,g,a,n,o,7.355421387,p,k,w,w,25.28728967,c,e,s,s,w,p
t,n,1.543709651,x,y,p,f,w,n,c,u,p,v,o,2.723481003,p,k,w,w,7.528392,e,e,s,s,w,p
t,w,5.970196753,b,s,e,f,n,b,c,m,l,s,o,2.094165349,p,k,w,w,3.419730042,c,e,s,s,w,p
t,y,6.885742624,b,y,e,f,w,b,c,m,l,n,o,2.12557399,p,n,w,w,13.37919255,c,e,s,s,w,p
t,y,6.673695055,b,y,e,f,n,b,c,g,a,s,o,8.840393112,p,k,w,w,22.53983715,c,e,s,s,w,p
t,w,2.694579693,x,y,e,f,g,b,c,g,l,n,o,13.03429539,p,n,w,w,15.65046917,c,e,s,s,w,p
t,n,8.196947471,x,f,e,f,p,b,c,d,n,y,o,5.241014412,p,k,p,w,3.567782239,b,t,s,s,w,p
t,n,11.251645,x,y,e,f,w,b,c,g,a,y,o,13.72362701,p,k,w,w,3.901202822,r,e,s,y,w,p
t,y,6.568013436,b,s,e,f,n,b,c,g,l,s,o,2.473222014,p,n,w,w,14.06991362,c,e,s,s,w,p
f,g,6.011220983,x,f,e,f,g,n,c,u,n,v,o,14.89414029,p,n,w,w,9.81966711,e,e,s,s,w,p
t,n,11.94098493,x,y,e,f,n,b,c,g,l,y,o,14.21698048,p,k,w,w,24.71945785,r,e,s,y,w,p
t,w,5.639103331,x,s,e,f,k,b,c,g,a,s,o,10.41695007,p,n,w,w,8.872752121,c,e,s,s,w,p
t,w,11.84598316,b,y,e,f,n,b,c,g,a,n,o,1.736149462,p,k,w,w,13.43560137,c,e,s,s,w,p
t,y,11.05817764,x,s,e,f,g,b,c,m,a,s,o,11.81481229,p,k,w,w,13.14050896,c,e,s,s,w,p
t,y,4.134906437,f,f,e,f,p,n,w,d,a,v,o,12.10063636,p,n,w,w,22.34113704,b,t,s,s,w,p
t,y,4.455094901,b,y,e,f,g,b,c,g,l,s,o,4.304741293,p,n,w,w,7.24532277,c,e,s,s,w,p
f,n,5.120382606,x,f,e,f,n,b,w,g,n,a,o,11.729326,e,n,w,w,5.855711139,e,t,s,f,w,p
t,y,10.27653831,x,f,e,f,n,n,w,d,l,v,o,12.56202943,p,n,w,w,25.20409096,b,t,s,s,w,p
t,y,11.23299658,x,s,e,f,n,b,c,m,a,n,o,14.39397254,p,n,w,w,13.53490438,c,e,s,s,w,p
f,g,10.47403824,f,s,e,f,n,b,w,g,n,s,o,5.622895729,e,k,w,w,20.454982,e,t,s,f,w,p
f,n,5.76816671,x,f,e,f,g,n,c,u,n,y,o,5.132435553,p,n,w,w,15.59216794,e,e,s,s,w,p
f,g,11.11992692,f,s,e,f,h,b,w,g,n,a,o,1.562117321,e,n,w,w,4.75655104,e,t,f,f,w,p
t,n,3.558143687,f,y,e,f,p,b,c,p,a,s,o,9.036777127,p,n,w,w,16.26497142,r,e,s,y,w,p
t,w,3.558272027,b,y,e,f,k,b,c,g,a,s,o,11.90648762,p,n,w,w,13.30097078,c,e,s,s,w,p
t,y,3.027454221,b,s,e,f,k,b,c,m,a,s,o,6.206444569,p,k,w,w,8.424553991,c,e,s,s,w,p
t,y,3.769074963,x,y,e,f,w,b,c,p,l,s,o,4.454262523,p,k,w,w,7.866942722,r,e,s,y,w,p
f,g,10.06094197,s,f,e,f,g,n,c,u,n,v,o,8.992761299,p,n,w,w,8.355823137,e,e,s,s,w,p
t,n,8.357839071,f,y,e,f,p,b,c,p,a,y,o,6.102594375,p,n,w,w,7.776802741,r,e,s,y,w,p
t,n,12.46618927,x,y,p,f,k,n,c,u,p,s,o,11.8623266,p,k,w,w,17.67136118,e,e,s,s,w,p
t,y,7.639911171,x,y,e,f,p,b,c,p,a,y,o,7.629232223,p,n,w,w,21.80002717,r,e,s,y,w,p
t,y,8.427871063,x,y,e,f,w,b,c,g,a,s,o,11.3193111,p,n,w,w,22.36862772,c,e,s,s,w,p
f,n,9.163134089,x,f,e,f,h,b,w,g,n,s,o,11.14844283,e,n,w,w,19.5925157,e,t,s,f,w,p
f,n,11.29685942,x,f,e,f,p,b,w,g,n,a,o,2.42004484,e,k,w,w,16.90647774,e,t,f,f,w,p
f,n,12.05471283,f,s,e,f,k,b,w,g,n,a,o,7.510292338,e,k,w,w,19.69647414,e,t,f,s,w,p
t,n,9.748880993,f,y,e,f,n,b,c,p,a,s,o,14.70489155,p,n,w,w,6.771997523,r,e,s,y,w,p
t,y,11.18902919,x,s,e,f,w,b,c,g,a,n,o,12.12447967,p,k,w,w,9.072764471,c,e,s,s,w,p
f,n,5.191708063,f,f,e,f,p,n,c,u,n,v,o,8.373334841,p,k,w,w,6.730729388,e,e,s,s,w,p
t,y,8.548104866,x,y,e,f,w,b,c,p,a,s,o,5.779022552,p,n,w,w,19.15685547,r,e,s,y,w,p
t,y,5.396342514,x,f,e,f,p,n,w,d,a,v,o,2.133250521,p,u,w,w,7.942540329,b,t,s,s,w,p
t,y,5.838831873,b,y,e,f,g,b,c,g,a,n,o,3.417559061,p,n,w,w,23.03249018,c,e,s,s,w,p
f,g,4.365965137,x,f,e,f,n,b,w,g,n,s,o,1.64961808,e,k,w,w,11.19516915,e,t,s,s,w,p
t,y,9.98615434,x,y,e,f,w,b,c,g,a,s,o,13.49895005,p,n,w,w,24.86441412,r,e,s,y,w,p
t,n,11.73994629,f,y,e,f,n,b,c,g,l,y,o,8.770199915,p,k,w,w,22.08266149,r,e,s,y,w,p
t,y,2.577055897,x,s,e,f,w,b,c,m,a,s,o,6.504359696,p,k,w,w,10.82561717,c,e,s,s,w,p
f,n,9.227194988,s,f,e,f,n,n,c,u,n,y,o,5.588562885,p,n,w,w,20.90056768,e,e,s,s,w,p
t,w,1.755127701,x,s,e,f,k,b,c,m,a,s,o,3.838618454,p,k,w,w,22.42420892,c,e,s,s,w,p
t,w,5.555517915,b,s,e,f,n,b,c,g,l,n,o,11.93171251,p,k,w,w,18.55876166,c,e,s,s,w,p
f,n,4.183884762,s,f,e,f,k,n,c,u,n,y,o,14.07764973,p,k,w,w,17.72444671,e,e,s,s,w,p
t,y,11.2857028,b,y,e,f,n,b,c,m,l,n,o,14.30278059,p,n,w,w,8.961450552,c,e,s,s,w,p
t,y,12.1151915,x,y,e,f,k,b,c,g,l,n,o,5.948682528,p,n,w,w,2.608896667,c,e,s,s,w,p
t,y,8.746635352,b,y,e,f,k,b,c,g,a,s,o,4.251720376,p,n,w,w,4.874660554,c,e,s,s,w,p
t,n,4.024208641,x,y,p,f,p,n,c,u,p,s,o,10.65094743,p,k,w,w,3.982924102,e,e,s,s,w,p
f,w,8.64035592,x,s,e,f,k,b,w,g,n,s,o,8.498726,e,n,w,w,5.295574034,e,t,f,s,w,p
t,w,3.60543987,x,y,e,f,w,b,c,m,a,s,o,12.67886498,p,k,w,w,21.30039817,c,e,s,s,w,p
t,w,1.580883412,b,s,e,f,g,b,c,g,a,n,o,9.015297697,p,n,w,w,3.536470195,c,e,s,s,w,p
t,n,2.082540666,x,f,e,f,n,b,c,d,n,y,o,10.47499232,p,n,g,w,23.34580491,b,t,s,s,w,p
t,n,6.471959792,x,s,p,f,w,n,c,u,p,s,o,1.735582578,p,n,w,w,23.21381905,e,e,s,s,w,p
t,n,4.149558616,x,y,e,f,w,b,c,p,l,y,o,10.90609582,p,k,w,w,20.38136912,r,e,s,y,w,p
f,n,11.77397194,x,s,e,f,n,b,w,g,n,a,o,14.27498561,e,k,w,w,6.968951717,e,t,s,s,w,p
t,y,4.372514641,b,y,e,f,n,b,c,m,l,n,o,7.219835904,p,k,w,w,23.17023398,c,e,s,s,w,p
t,y,4.912341566,x,s,e,f,w,b,c,m,a,n,o,11.70429091,p,n,w,w,8.855670681,c,e,s,s,w,p
t,y,12.92685794,b,s,e,f,n,b,c,m,a,s,o,5.612132011,p,n,w,w,14.4106067,c,e,s,s,w,p
t,y,10.1371947,x,s,e,f,g,b,c,m,l,n,o,12.87172852,p,k,w,w,11.19991209,c,e,s,s,w,p
t,w,6.708384563,b,y,e,f,n,b,c,g,a,n,o,5.285917152,p,n,w,w,15.93705344,c,e,s,s,w,p
f,g,2.845628606,x,f,e,f,k,n,c,u,n,v,o,13.19975721,p,n,w,w,12.4972349,e,e,s,s,w,p
t,n,2.453636527,f,y,e,f,w,b,c,g,a,s,o,4.54429756,p,k,w,w,11.31662014,r,e,s,y,w,p
f,g,8.175513291,x,f,e,f,h,b,w,g,n,a,o,5.797656877,e,n,w,w,7.017650228,e,t,f,f,w,p
t,w,9.931125396,x,s,e,f,k,b,c,m,l,n,o,2.528204465,p,n,w,w,7.198486842,c,e,s,s,w,p
t,y,11.5874788,x,y,e,f,w,b,c,m,l,s,o,4.491257422,p,n,w,w,4.053013181,c,e,s,s,w,p
f,g,8.193559447,x,f,e,f,n,n,c,u,n,v,o,7.368116435,p,k,w,w,9.948398095,e,e,s,s,w,p
t,n,12.93979848,x,s,p,f,p,n,c,u,p,s,o,3.473823538,p,n,w,w,6.399016243,e,e,s,s,w,p
t,w,2.045963875,b,y,e,f,w,b,c,g,l,n,o,2.773268751,p,n,w,w,7.952621252,c,e,s,s,w,p
t,w,12.84042212,b,y,e,f,n,b,c,m,a,n,o,13.27110405,p,k,w,w,2.5795065,c,e,s,s,w,p
t,n,5.403451449,x,y,p,f,p,n,c,u,p,v,o,6.002123781,p,n,w,w,21.52452867,e,e,s,s,w,p
t,y,5.340761667,b,s,e,f,w,b,c,m,l,s,o,2.993029281,p,n,w,w,5.900382357,c,e,s,s,w,p
t,w,7.983280227,x,s,e,f,k,b,c,m,l,s,o,7.76426147,p,n,w,w,19.67329781,c,e,s,s,w,p
t,y,9.932675382,x,y,e,f,n,b,c,m,l,s,o,7.301309303,p,k,w,w,18.14017175,c,e,s,s,w,p
t,y,5.970445567,b,y,e,f,n,b,c,g,l,n,o,12.01359851,p,n,w,w,25.29723379,c,e,s,s,w,p
t,w,10.46680272,x,s,e,f,g,b,c,m,a,s,o,14.01905281,p,n,w,w,4.574729547,c,e,s,s,w,p
t,w,4.942133311,x,s,e,f,g,b,c,g,a,s,o,2.95355659,p,k,w,w,2.706596147,c,e,s,s,w,p
t,n,6.371046275,x,y,e,f,w,b,c,p,l,y,o,1.467056606,p,n,w,w,14.84196508,r,e,s,y,w,p
t,w,7.333948505,x,s,e,f,w,b,c,m,a,s,o,13.94370541,p,n,w,w,18.38675909,c,e,s,s,w,p
f,n,6.15357742,x,s,e,f,n,b,w,g,n,s,o,10.70297355,e,k,w,w,5.533646696,e,t,f,f,w,p
t,n,10.89665584,x,y,e,f,n,b,c,p,l,s,o,11.64651153,p,n,w,w,7.867586724,r,e,s,y,w,p
t,y,4.207065739,x,y,e,f,n,b,c,g,l,y,o,13.44342024,p,k,w,w,10.60863868,r,e,s,y,w,p
t,n,12.08432312,x,y,p,f,k,n,c,g,p,v,o,6.696852829,p,k,w,w,11.79468209,e,e,s,s,w,p
t,y,12.06717447,b,y,e,f,w,b,c,g,a,n,o,4.032690938,p,n,w,w,25.19875041,c,e,s,s,w,p
t,w,1.325367205,x,f,e,f,p,n,w,d,l,v,o,1.631897821,p,u,w,w,11.14582631,b,t,s,s,w,p
t,n,12.13042993,x,s,p,f,w,n,c,u,p,s,o,14.21486491,p,k,w,w,2.862237822,e,e,s,s,w,p
t,y,11.95745605,x,y,e,f,k,b,c,g,l,n,o,6.013601307,p,k,w,w,8.01665094,c,e,s,s,w,p
f,g,3.529543016,f,f,e,f,h,b,w,g,n,a,o,13.13911112,e,n,w,w,7.199817062,e,t,f,f,w,p
t,w,2.452914066,x,y,e,f,n,b,c,g,l,s,o,6.793227214,p,k,w,w,17.34662085,c,e,s,s,w,p
t,w,5.461923587,b,y,e,f,w,b,c,m,a,s,o,3.856371901,p,n,w,w,22.50914452,c,e,s,s,w,p
t,n,5.338276388,x,y,p,f,p,n,c,u,p,s,o,1.611708174,p,n,w,w,19.64622349,e,e,s,s,w,p
t,n,2.179091144,f,y,e,f,w,b,c,g,l,s,o,9.116705888,p,k,w,w,7.960424451,r,e,s,y,w,p
t,w,5.439096436,x,s,e,f,n,b,c,m,l,n,o,13.07836565,p,n,w,w,13.6407247,c,e,s,s,w,p
t,w,7.271022135,x,s,e,f,n,n,w,d,a,v,o,13.74341153,p,n,w,w,18.77708905,b,t,s,s,w,p
t,n,10.28684928,f,y,e,f,n,b,c,p,a,y,o,14.0735321,p,n,w,w,15.34785727,r,e,s,y,w,p
t,w,6.82865574,b,s,e,f,k,b,c,m,a,n,o,12.06422386,p,n,w,w,11.41039179,c,e,s,s,w,p
f,w,3.176639047,x,s,e,f,p,b,w,g,n,a,o,1.683849989,e,k,w,w,4.853873367,e,t,f,f,w,p
